fullname,params_b,average,details_repo
prithivMLmods/Llama-3.2-3B-Math-Oct,3.213,17.441953756100272,open-llm-leaderboard/prithivMLmods__Llama-3.2-3B-Math-Oct-details
prithivMLmods/Llama-Deepsync-3B,3.213,17.176506909330996,open-llm-leaderboard/prithivMLmods__Llama-Deepsync-3B-details
prithivMLmods/Omni-Reasoner3-Merged,3.213,18.433737471025804,open-llm-leaderboard/prithivMLmods__Omni-Reasoner3-Merged-details
suayptalha/DeepSeek-R1-Distill-Llama-3B,3.213,23.27368245692195,open-llm-leaderboard/suayptalha__DeepSeek-R1-Distill-Llama-3B-details
sumink/flflmillama,3.213,9.04335499884608,open-llm-leaderboard/sumink__flflmillama-details
sumink/llamaft,3.213,8.156199769325905,open-llm-leaderboard/sumink__llamaft-details
sumink/llftfl7,3.213,7.811247007957387,open-llm-leaderboard/sumink__llftfl7-details
theprint/ReWiz-Llama-3.2-3B,3.213,18.186254213130717,open-llm-leaderboard/theprint__ReWiz-Llama-3.2-3B-details
viettelsecurity-ai/security-llama3.2-3b,3.213,19.977384437548874,open-llm-leaderboard/viettelsecurity-ai__security-llama3.2-3b-details
win10/Llama-3.2-3B-Instruct-24-9-29,3.213,24.004698090064014,open-llm-leaderboard/win10__Llama-3.2-3B-Instruct-24-9-29-details
xMaulana/FinMatcha-3B-Instruct,3.213,24.14212432324268,open-llm-leaderboard/xMaulana__FinMatcha-3B-Instruct-details
yuchenxie/ArlowGPT-3B-Multilingual,3.213,20.501174920235083,open-llm-leaderboard/yuchenxie__ArlowGPT-3B-Multilingual-details
ehristoforu/rufalcon3-3b-it,3.228,20.64141899254107,open-llm-leaderboard/ehristoforu__rufalcon3-3b-it-details
hotmailuser/FalconSlerp-3B,3.228,22.47273640583823,open-llm-leaderboard/hotmailuser__FalconSlerp-3B-details
tiiuae/Falcon3-3B-Base,3.228,15.738743193619,open-llm-leaderboard/tiiuae__Falcon3-3B-Base-details
tiiuae/Falcon3-3B-Instruct,3.228,26.60234489991349,open-llm-leaderboard/tiiuae__Falcon3-3B-Instruct-details
google/mt5-xl,3.23,5.191420153031625,open-llm-leaderboard/google__mt5-xl-details
LilRg/PRYMMAL-6B-slerp,3.293,3.23270592407536,open-llm-leaderboard/LilRg__PRYMMAL-6B-slerp-details
ibm-granite/granite-3.1-3b-a800m-base,3.299,10.00105158723934,open-llm-leaderboard/ibm-granite__granite-3.1-3b-a800m-base-details
ibm-granite/granite-3.1-3b-a800m-instruct,3.299,17.277676062054883,open-llm-leaderboard/ibm-granite__granite-3.1-3b-a800m-instruct-details
ministral/Ministral-3b-instruct,3.316,3.520082773406306,open-llm-leaderboard/ministral__Ministral-3b-instruct-details
ibm-granite/granite-3.0-3b-a800m-base,3.374,9.489841451458394,open-llm-leaderboard/ibm-granite__granite-3.0-3b-a800m-base-details
ibm-granite/granite-3.0-3b-a800m-instruct,3.374,13.698124325974995,open-llm-leaderboard/ibm-granite__granite-3.0-3b-a800m-instruct-details
bunnycore/DeepQwen-3B-LCoT-SCE,3.396,20.33845959063539,open-llm-leaderboard/bunnycore__DeepQwen-3B-LCoT-SCE-details
bunnycore/Qwen2.5-3B-Model-Stock,3.396,27.52421014331389,open-llm-leaderboard/bunnycore__Qwen2.5-3B-Model-Stock-details
bunnycore/Qwen2.5-3B-Model-Stock-v2,3.396,27.68767938120949,open-llm-leaderboard/bunnycore__Qwen2.5-3B-Model-Stock-v2-details
bunnycore/Qwen2.5-3B-Model-Stock-v3.1,3.396,27.97276368199932,open-llm-leaderboard/bunnycore__Qwen2.5-3B-Model-Stock-v3.1-details
bunnycore/Qwen2.5-3B-Model-Stock-v3.2,3.396,27.386758745448905,open-llm-leaderboard/bunnycore__Qwen2.5-3B-Model-Stock-v3.2-details
bunnycore/Qwen2.5-3B-Model-Stock-v4.1,3.396,27.743273848475656,open-llm-leaderboard/bunnycore__Qwen2.5-3B-Model-Stock-v4.1-details
Ahdoot/StructuredThinker-v0.3-MoreStructure,3.397,23.924082152035727,open-llm-leaderboard/Ahdoot__StructuredThinker-v0.3-MoreStructure-details
Amu/t1-3B,3.397,11.160895171582572,open-llm-leaderboard/Amu__t1-3B-details
PowerInfer/SmallThinker-3B-Preview,3.397,23.22006340641872,open-llm-leaderboard/PowerInfer__SmallThinker-3B-Preview-details
Sakalti/Anemoi-3B,3.397,22.619869024533212,open-llm-leaderboard/Sakalti__Anemoi-3B-details
Sakalti/Neptuno-3B,3.397,23.466342186693208,open-llm-leaderboard/Sakalti__Neptuno-3B-details
Sakalti/Neptuno-Alpha,3.397,22.739135010323622,open-llm-leaderboard/Sakalti__Neptuno-Alpha-details
Sakalti/light-3B,3.397,25.284693562377303,open-llm-leaderboard/Sakalti__light-3B-details
Sakalti/light-3b-beta,3.397,25.809275245445864,open-llm-leaderboard/Sakalti__light-3b-beta-details
T145/qwen-2.5-3B-merge-test,3.397,25.975399259287943,open-llm-leaderboard/T145__qwen-2.5-3B-merge-test-details
bunnycore/QwQen-3B-LCoT,3.397,27.986056265747138,open-llm-leaderboard/bunnycore__QwQen-3B-LCoT-details
bunnycore/Qwen2.5-3B-RP-Mix,3.397,25.505206811112476,open-llm-leaderboard/bunnycore__Qwen2.5-3B-RP-Mix-details
bunnycore/Qwen2.5-3B-RP-Thinker,3.397,22.906122256350514,open-llm-leaderboard/bunnycore__Qwen2.5-3B-RP-Thinker-details
bunnycore/Qwen2.5-3B-RP-Thinker-V2,3.397,27.670372197700004,open-llm-leaderboard/bunnycore__Qwen2.5-3B-RP-Thinker-V2-details
fblgit/pancho-v1-qw25-3B-UNAMGS,3.397,23.860634894188152,open-llm-leaderboard/fblgit__pancho-v1-qw25-3B-UNAMGS-details
hotmailuser/QwenSlerp-3B,3.397,24.511060317673625,open-llm-leaderboard/hotmailuser__QwenSlerp-3B-details
hotmailuser/QwenSlerp2-3B,3.397,24.03431047768953,open-llm-leaderboard/hotmailuser__QwenSlerp2-3B-details
rombodawg/Rombos-LLM-V2.5-Qwen-3b,3.397,25.921782051813356,open-llm-leaderboard/rombodawg__Rombos-LLM-V2.5-Qwen-3b-details
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,3.397,13.608595258365547,open-llm-leaderboard/rombodawg__Rombos-LLM-V2.5.1-Qwen-3b-details
bunnycore/SmolLM2-1.7B-roleplay-lora,3.423,14.47905997638928,open-llm-leaderboard/bunnycore__SmolLM2-1.7B-roleplay-lora-details
pankajmathur/orca_mini_3b,3.426,3.1252754271378507,open-llm-leaderboard/pankajmathur__orca_mini_3b-details
wannaphong/KhanomTanLLM-Instruct,3.447,4.8192843205392455,open-llm-leaderboard/wannaphong__KhanomTanLLM-Instruct-details
ibm/PowerLM-3b,3.512,11.524079220212199,open-llm-leaderboard/ibm__PowerLM-3b-details
MoonRide/Llama-3.2-3B-Khelavaster,3.607,20.144904682630184,open-llm-leaderboard/MoonRide__Llama-3.2-3B-Khelavaster-details
OpenBuddy/openbuddy-llama3.2-3b-v23.2-131k,3.607,13.797653889948387,open-llm-leaderboard/OpenBuddy__openbuddy-llama3.2-3b-v23.2-131k-details
bunnycore/Llama-3.2-3B-All-Mix,3.607,22.94517856311552,open-llm-leaderboard/bunnycore__Llama-3.2-3B-All-Mix-details
bunnycore/Llama-3.2-3B-Deep-Test,3.607,18.441056902448857,open-llm-leaderboard/bunnycore__Llama-3.2-3B-Deep-Test-details
bunnycore/Llama-3.2-3B-Della,3.607,12.217685988950697,open-llm-leaderboard/bunnycore__Llama-3.2-3B-Della-details
bunnycore/Llama-3.2-3B-Mix-Skill,3.607,21.73956606363181,open-llm-leaderboard/bunnycore__Llama-3.2-3B-Mix-Skill-details
bunnycore/Llama-3.2-3B-ProdigyPlus,3.607,16.356007600580043,open-llm-leaderboard/bunnycore__Llama-3.2-3B-ProdigyPlus-details
bunnycore/Llama-3.2-3B-ProdigyPlusPlus,3.607,6.708176427584118,open-llm-leaderboard/bunnycore__Llama-3.2-3B-ProdigyPlusPlus-details
bunnycore/Llama-3.2-3B-RP-DeepThink,3.607,23.21103861527769,open-llm-leaderboard/bunnycore__Llama-3.2-3B-RP-DeepThink-details
bunnycore/Llama-3.2-3B-RRStock,3.607,22.67468863966219,open-llm-leaderboard/bunnycore__Llama-3.2-3B-RRStock-details
bunnycore/Smol-Llama-3.2-3B,3.607,22.52219334493714,open-llm-leaderboard/bunnycore__Smol-Llama-3.2-3B-details
mkurman/llama-3.2-MEDIT-3B-o1,3.607,17.028893537984814,open-llm-leaderboard/mkurman__llama-3.2-MEDIT-3B-o1-details
theprint/Llama-3.2-3B-VanRossum,3.696,17.58480896190996,open-llm-leaderboard/theprint__Llama-3.2-3B-VanRossum-details
Xiaojian9992024/Phi-4-mini-UNOFFICAL,3.754,3.014260701114446,open-llm-leaderboard/Xiaojian9992024__Phi-4-mini-UNOFFICAL-details
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,3.759,4.2713829044269715,open-llm-leaderboard/huu-ontocord__wide_3b_orpo_stage1.1-ss1-orpo3-details
ontocord/merged_0.2_expert_0.8,3.759,4.808386541486368,open-llm-leaderboard/ontocord__merged_0.2_expert_0.8-details
ontocord/merged_0.5_expert_0.5,3.759,4.592377750754853,open-llm-leaderboard/ontocord__merged_0.5_expert_0.5-details
ontocord/ontocord_wide_3b-stage1_shuf_sample1_jsonl-pretrained-autoredteam_helpful-0.25_helpful,3.759,4.00101442542838,open-llm-leaderboard/ontocord__ontocord_wide_3b-stage1_shuf_sample1_jsonl-pretrained-autoredteam_helpful-0.25_helpful-details
ontocord/wide_3b-merge_test,3.759,3.9416429369423778,open-llm-leaderboard/ontocord__wide_3b-merge_test-details
ontocord/wide_3b-stage1_shuf_sample1_jsonl-pretrained,3.759,4.323686258344847,open-llm-leaderboard/ontocord__wide_3b-stage1_shuf_sample1_jsonl-pretrained-details
ontocord/wide_3b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge,3.759,4.866410642270219,open-llm-leaderboard/ontocord__wide_3b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge-details
ontocord/wide_3b_sft_stag1.2-lyrical_news_software_howto_formattedtext-merge,3.759,4.700634702140898,open-llm-leaderboard/ontocord__wide_3b_sft_stag1.2-lyrical_news_software_howto_formattedtext-merge-details
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,3.759,4.6361259036379225,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr.no_issue,3.759,4.124470876297795,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_intr.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math.no_issue,3.759,3.633703566106593,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_intr_math.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,3.759,3.8641325845274888,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories_no_orig_instr.no_issue,3.759,4.284721666227881,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories_no_orig_instr.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,3.759,3.670762265147779,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_math.no_issue,3.759,3.5261580781434336,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_math.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,3.759,4.767499605566051,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_math.no_issue-details
ontocord/wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue,3.759,5.093186530380667,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue-details
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,3.759,4.837021332568196,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical-details
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,3.759,4.304343127317076,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.2-ss1-expert_formatted_text-details
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,3.759,4.2152701749908585,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.2-ss1-expert_how-to-details
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,3.759,5.136738708504239,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.2-ss1-expert_math-details
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,3.759,4.449975118096195,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.2-ss1-expert_news-details
ontocord/wide_3b_sft_stage1.2-ss1-expert_software,3.759,4.290233092582329,open-llm-leaderboard/ontocord__wide_3b_sft_stage1.2-ss1-expert_software-details
Sakalti/SJT-3.7B,3.783,5.0893182036401825,open-llm-leaderboard/Sakalti__SJT-3.7B-details
Daemontatox/ReasonTest,3.808,25.858232794071,open-llm-leaderboard/Daemontatox__ReasonTest-details
PJMixers-Dev/Qwen2.5-RomboTiesTest-7B,3.808,35.28885377363677,open-llm-leaderboard/PJMixers-Dev__Qwen2.5-RomboTiesTest-7B-details
zelk12/Test01012025155054,3.817,3.591417057729718,open-llm-leaderboard/zelk12__Test01012025155054-details
zelk12/Test01012025155054t0.5_gemma-2,3.817,3.591417057729718,open-llm-leaderboard/zelk12__Test01012025155054t0.5_gemma-2-details
Ba2han/Llama-Phi-3_DoRA,3.821,25.469895001154402,open-llm-leaderboard/Ba2han__Llama-Phi-3_DoRA-details
ECE-ILAB-PRYMMAL/ILAB-Merging-3B-V2,3.821,24.06556562824206,open-llm-leaderboard/ECE-ILAB-PRYMMAL__ILAB-Merging-3B-V2-details
EpistemeAI/DeepPhi-3.5-mini-instruct,3.821,3.46432918593773,open-llm-leaderboard/EpistemeAI__DeepPhi-3.5-mini-instruct-details
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties,3.821,24.981820729952233,open-llm-leaderboard/Etherll__Chocolatine-3B-Instruct-DPO-Revised-Ties-details
Etherll/Chocolatine-3B-Instruct-DPO-Revised-Ties-v2,3.821,25.0072163099762,open-llm-leaderboard/Etherll__Chocolatine-3B-Instruct-DPO-Revised-Ties-v2-details
LilRg/10PRYMMAL-3B-slerp,3.821,21.087895754438843,open-llm-leaderboard/LilRg__10PRYMMAL-3B-slerp-details
LilRg/PRYMMAL-slerp-Merge,3.821,23.42765486276747,open-llm-leaderboard/LilRg__PRYMMAL-slerp-Merge-details
Marsouuu/general3B-ECE-PRYMMAL-Martial,3.821,22.978904737174783,open-llm-leaderboard/Marsouuu__general3B-ECE-PRYMMAL-Martial-details
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,3.821,23.942055269453448,open-llm-leaderboard/Marsouuu__lareneg3B-ECE-PRYMMAL-Martial-details
MaziyarPanahi/calme-2.1-phi3-4b,3.821,25.985365252885945,open-llm-leaderboard/MaziyarPanahi__calme-2.1-phi3-4b-details
MaziyarPanahi/calme-2.1-phi3.5-4b,3.821,28.000378443622285,open-llm-leaderboard/MaziyarPanahi__calme-2.1-phi3.5-4b-details
MaziyarPanahi/calme-2.2-phi3-4b,3.821,25.232640533631113,open-llm-leaderboard/MaziyarPanahi__calme-2.2-phi3-4b-details
MaziyarPanahi/calme-2.3-phi3-4b,3.821,24.981612770364112,open-llm-leaderboard/MaziyarPanahi__calme-2.3-phi3-4b-details
MultivexAI/Phi-3.5-Mini-Instruct-MultiVex-v0.25-GGUF,3.821,3.8347704638023603,open-llm-leaderboard/MultivexAI__Phi-3.5-Mini-Instruct-MultiVex-v0.25-GGUF-details
Sakalti/Phi3.5-Comets-3.8B,3.821,5.760043006242388,open-llm-leaderboard/Sakalti__Phi3.5-Comets-3.8B-details
Sakalti/SJT-4B,3.821,21.994031536147386,open-llm-leaderboard/Sakalti__SJT-4B-details
Sakalti/Tara-3.8B-v1.1,3.821,21.968635956123418,open-llm-leaderboard/Sakalti__Tara-3.8B-v1.1-details
Sakalti/tara-3.8B,3.821,21.994031536147386,open-llm-leaderboard/Sakalti__tara-3.8B-details
Shreyash2010/Uma-4x4B-Instruct-v0.1,3.821,27.922104785036094,open-llm-leaderboard/Shreyash2010__Uma-4x4B-Instruct-v0.1-details
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,3.821,27.216374484698875,open-llm-leaderboard/Syed-Hasan-8503__Phi-3-mini-4K-instruct-cpo-simpo-details
allknowingroger/Ph3unsloth-3B-slerp,3.821,20.153514887760053,open-llm-leaderboard/allknowingroger__Ph3unsloth-3B-slerp-details
brgx53/3Bgeneral-ECE-PRYMMAL-Martial,3.821,23.281187153244208,open-llm-leaderboard/brgx53__3Bgeneral-ECE-PRYMMAL-Martial-details
brgx53/3Blareneg-ECE-PRYMMAL-Martial,3.821,22.756317201307535,open-llm-leaderboard/brgx53__3Blareneg-ECE-PRYMMAL-Martial-details
bunnycore/Phi-3.5-mini-TitanFusion-0.1,3.821,26.23579178503736,open-llm-leaderboard/bunnycore__Phi-3.5-mini-TitanFusion-0.1-details
carsenk/phi3.5_mini_exp_825_uncensored,3.821,3.6431087408611895,open-llm-leaderboard/carsenk__phi3.5_mini_exp_825_uncensored-details
ehristoforu/ruphi-4b,3.821,4.080739303536478,open-llm-leaderboard/ehristoforu__ruphi-4b-details
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,3.821,28.22663122048826,open-llm-leaderboard/jpacifico__Chocolatine-3B-Instruct-DPO-Revised-details
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,3.821,25.429590501932733,open-llm-leaderboard/jpacifico__Chocolatine-3B-Instruct-DPO-v1.0-details
jpacifico/Chocolatine-3B-Instruct-DPO-v1.2,3.821,27.861913021910855,open-llm-leaderboard/jpacifico__Chocolatine-3B-Instruct-DPO-v1.2-details
lesubra/ECE-EIFFEL-3B,3.821,22.50442333553349,open-llm-leaderboard/lesubra__ECE-EIFFEL-3B-details
lesubra/ECE-EIFFEL-3Bv2,3.821,23.141091471464545,open-llm-leaderboard/lesubra__ECE-EIFFEL-3Bv2-details
lesubra/ECE-EIFFEL-3Bv3,3.821,25.50122739306737,open-llm-leaderboard/lesubra__ECE-EIFFEL-3Bv3-details
lesubra/ECE-PRYMMAL-3B-SLERP-V1,3.821,23.135359696186224,open-llm-leaderboard/lesubra__ECE-PRYMMAL-3B-SLERP-V1-details
lesubra/ECE-PRYMMAL-3B-SLERP-V2,3.821,23.135359696186224,open-llm-leaderboard/lesubra__ECE-PRYMMAL-3B-SLERP-V2-details
lesubra/ECE-PRYMMAL-3B-SLERP_2-V1,3.821,24.961424176446453,open-llm-leaderboard/lesubra__ECE-PRYMMAL-3B-SLERP_2-V1-details
lesubra/ECE-PRYMMAL-3B-SLERP_2-V2,3.821,24.98681975647042,open-llm-leaderboard/lesubra__ECE-PRYMMAL-3B-SLERP_2-V2-details
lesubra/merge-test,3.821,26.075520921002326,open-llm-leaderboard/lesubra__merge-test-details
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V3,3.821,23.42685471667849,open-llm-leaderboard/llnYou__ECE-PRYMMAL-YL-3B-SLERP-V3-details
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,3.821,7.1244683931064765,open-llm-leaderboard/magnifi__Phi3_intent_v56_3_w_unknown_5_lr_0.002-details
meditsolutions/MedIT-Mesh-3B-Instruct,3.821,28.318227712460025,open-llm-leaderboard/meditsolutions__MedIT-Mesh-3B-Instruct-details
microsoft/Phi-3-mini-128k-instruct,3.821,26.343809931865636,open-llm-leaderboard/microsoft__Phi-3-mini-128k-instruct-details
microsoft/Phi-3-mini-4k-instruct,3.821,27.562174043592282,open-llm-leaderboard/microsoft__Phi-3-mini-4k-instruct-details
microsoft/Phi-3.5-mini-instruct,3.821,28.184391192864627,open-llm-leaderboard/microsoft__Phi-3.5-mini-instruct-details
unsloth/Phi-3-mini-4k-instruct,3.821,27.342019856110284,open-llm-leaderboard/unsloth__Phi-3-mini-4k-instruct-details
vonjack/Phi-3-mini-4k-instruct-LLaMAfied,3.821,26.968080141379957,open-llm-leaderboard/vonjack__Phi-3-mini-4k-instruct-LLaMAfied-details
microsoft/Phi-4-mini-instruct,3.836,29.412433568419846,open-llm-leaderboard/microsoft__Phi-4-mini-instruct-details
Qwen/Qwen1.5-4B,3.95,11.76818275851784,open-llm-leaderboard/Qwen__Qwen1.5-4B-details
Qwen/Qwen1.5-4B-Chat,3.95,12.627280110791753,open-llm-leaderboard/Qwen__Qwen1.5-4B-Chat-details
h2oai/h2o-danube3-4b-base,3.962,10.0908487494014,open-llm-leaderboard/h2oai__h2o-danube3-4b-base-details
h2oai/h2o-danube3-4b-chat,3.962,11.571247407067567,open-llm-leaderboard/h2oai__h2o-danube3-4b-chat-details
h2oai/h2o-danube3.1-4b-chat,3.962,16.41212819519095,open-llm-leaderboard/h2oai__h2o-danube3.1-4b-chat-details
nvidia/Minitron-4B-Base,4.0,11.977737055629914,open-llm-leaderboard/nvidia__Minitron-4B-Base-details
nvidia/Nemotron-Mini-4B-Instruct,4.0,18.363511312885766,open-llm-leaderboard/nvidia__Nemotron-Mini-4B-Instruct-details
ContactDoctor/Bio-Medical-Llama-3-8B,4.015,19.91745266981443,open-llm-leaderboard/ContactDoctor__Bio-Medical-Llama-3-8B-details
DreadPoor/Again-8B-Model_Stock,4.015,26.002387584653476,open-llm-leaderboard/DreadPoor__Again-8B-Model_Stock-details
DreadPoor/Asymmetric_Linearity-8B-Model_Stock,4.015,29.348131644913156,open-llm-leaderboard/DreadPoor__Asymmetric_Linearity-8B-Model_Stock-details
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,4.015,28.65682513548015,open-llm-leaderboard/DreadPoor__Elusive_Dragon_Heart-8B-LINEAR-details
DreadPoor/Here_We_Go_Again-8B-SLERP,4.015,30.129656228309155,open-llm-leaderboard/DreadPoor__Here_We_Go_Again-8B-SLERP-details
DreadPoor/UNTESTED-VENN_1.2-8B-Model_Stock,4.015,25.474742716103354,open-llm-leaderboard/DreadPoor__UNTESTED-VENN_1.2-8B-Model_Stock-details
DreadPoor/VENN_1.2-8B-Model_Stock,4.015,28.85327338885053,open-llm-leaderboard/DreadPoor__VENN_1.2-8B-Model_Stock-details
MrRobotoAI/MrRoboto-ProLong-8b-v4i,4.015,17.58291861856009,open-llm-leaderboard/MrRobotoAI__MrRoboto-ProLong-8b-v4i-details
MrRobotoAI/MrRoboto-ProLongBASE-pt8-unaligned-8b,4.015,15.935345737822864,open-llm-leaderboard/MrRobotoAI__MrRoboto-ProLongBASE-pt8-unaligned-8b-details
PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,4.015,28.818375441031588,open-llm-leaderboard/PJMixers-Dev__LLaMa-3.1-RomboTiesTest-8B-details
PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,4.015,28.818375441031588,open-llm-leaderboard/PJMixers-Dev__LLaMa-3.1-RomboTiesTest2-8B-details
T145/KRONOS-8B-V7,4.015,15.899831252721421,open-llm-leaderboard/T145__KRONOS-8B-V7-details
T145/ZEUS-8B-V15,4.015,29.370031092616262,open-llm-leaderboard/T145__ZEUS-8B-V15-details
T145/ZEUS-8B-V2-ORPO,4.015,27.882957614827564,open-llm-leaderboard/T145__ZEUS-8B-V2-ORPO-details
jaspionjader/test-10,4.015,23.988062713940256,open-llm-leaderboard/jaspionjader__test-10-details
jaspionjader/test-11,4.015,24.299110246815406,open-llm-leaderboard/jaspionjader__test-11-details
jaspionjader/test-12,4.015,23.56243386883551,open-llm-leaderboard/jaspionjader__test-12-details
jaspionjader/test-13,4.015,23.805351597197618,open-llm-leaderboard/jaspionjader__test-13-details
jaspionjader/test-14,4.015,23.771103301019078,open-llm-leaderboard/jaspionjader__test-14-details
jaspionjader/test-15,4.015,23.48260697104523,open-llm-leaderboard/jaspionjader__test-15-details
jaspionjader/test-16,4.015,23.76530715829608,open-llm-leaderboard/jaspionjader__test-16-details
jaspionjader/test-17,4.015,23.366597715396797,open-llm-leaderboard/jaspionjader__test-17-details
frameai/Loxa-4B,4.018,17.545787467583636,open-llm-leaderboard/frameai__Loxa-4B-details
nvidia/Llama-3.1-Minitron-4B-Depth-Base,4.02,11.658051143450892,open-llm-leaderboard/nvidia__Llama-3.1-Minitron-4B-Depth-Base-details
DavidAU/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B,4.089,5.120376565217631,open-llm-leaderboard/DavidAU__Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B-details
kms7530/chemeng_phi-3-mini-4k-instruct-bnb-4bit_16_4_100_1_nonmath,4.132,22.110300080411182,open-llm-leaderboard/kms7530__chemeng_phi-3-mini-4k-instruct-bnb-4bit_16_4_100_1_nonmath-details
theprint/phi-3-mini-4k-python,4.132,17.728138144118287,open-llm-leaderboard/theprint__phi-3-mini-4k-python-details
vonjack/Phi-3.5-mini-instruct-hermes-fc-json,4.132,4.642406244437133,open-llm-leaderboard/vonjack__Phi-3.5-mini-instruct-hermes-fc-json-details
qingy2024/Qwen2.5-4B,4.168,14.27535656814343,open-llm-leaderboard/qingy2024__Qwen2.5-4B-details
jebish7/Nemotron-4-Mini-Hindi-4B-Base,4.191,12.020294543391651,open-llm-leaderboard/jebish7__Nemotron-4-Mini-Hindi-4B-Base-details
jebish7/Nemotron-4-Mini-Hindi-4B-Instruct,4.191,14.629004135847653,open-llm-leaderboard/jebish7__Nemotron-4-Mini-Hindi-4B-Instruct-details
jebish7/Nemotron-Mini-4B-Instruct,4.191,16.90052524850467,open-llm-leaderboard/jebish7__Nemotron-Mini-4B-Instruct-details
Lawnakk/BBALAW1.0,4.353,3.2556700001423438,open-llm-leaderboard/Lawnakk__BBALAW1.0-details
Lawnakk/BBALAW1.2,4.353,3.4174798823756753,open-llm-leaderboard/Lawnakk__BBALAW1.2-details
Lawnakk/BBALAW1.3,4.353,3.3502359012820597,open-llm-leaderboard/Lawnakk__BBALAW1.3-details
mlabonne/phixtral-2x2_8,4.458,15.553113591688318,open-llm-leaderboard/mlabonne__phixtral-2x2_8-details
qingy2024/Qwarkstar-4B,4.473,14.167330731742462,open-llm-leaderboard/qingy2024__Qwarkstar-4B-details
qingy2024/Qwarkstar-4B-Instruct-Preview,4.473,18.873009662500476,open-llm-leaderboard/qingy2024__Qwarkstar-4B-Instruct-Preview-details
AuraIndustries/Aura-4B,4.513,16.063480369846303,open-llm-leaderboard/AuraIndustries__Aura-4B-details
Nexesenex/Nemotron_W_4b_Halo_0.1,4.513,15.094245712466758,open-llm-leaderboard/Nexesenex__Nemotron_W_4b_Halo_0.1-details
Nexesenex/Nemotron_W_4b_MagLight_0.1,4.513,16.194616822912348,open-llm-leaderboard/Nexesenex__Nemotron_W_4b_MagLight_0.1-details
BlackBeenie/Neos-Llama-3.1-base,4.65,3.9687947544913142,open-llm-leaderboard/BlackBeenie__Neos-Llama-3.1-base-details
necva/replica-IEPile,4.65,21.56058539635963,open-llm-leaderboard/necva__replica-IEPile-details
vhab10/llama-3-8b-merged-linear,4.65,23.91136833689406,open-llm-leaderboard/vhab10__llama-3-8b-merged-linear-details
bhuvneshsaini/merged_model,4.715,5.795748828202385,open-llm-leaderboard/bhuvneshsaini__merged_model-details
