model,params_b,status,error,benchmark_rows
hotmailuser/QwenModelStock-1.8B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hotmailuser/QwenSlerp-3B,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hotmailuser/QwenSlerp2-3B,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hotmailuser/QwenStock-0.5B,0.63,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
hotmailuser/QwenStock-1.7B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
huggyllama/llama-7b,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama31_8B_en_emo_v4,4.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_1B_en_emo_v1,0.765,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_3B_en_emo_1000_stp,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_3B_en_emo_2000_stp,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_3B_en_emo_300_stp,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_3B_en_emo_5000_stp,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_3B_en_emo_v2,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
iFaz/llama32_3B_en_emo_v3,1.848,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.0-1b-a400m-base,1.335,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.0-1b-a400m-instruct,1.335,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.0-2b-base,2.634,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.0-2b-instruct,2.634,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.0-3b-a800m-base,3.374,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.0-3b-a800m-instruct,3.374,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.1-1b-a400m-base,1.335,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.1-1b-a400m-instruct,1.335,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.1-2b-base,2.534,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.1-2b-instruct,2.534,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.1-3b-a800m-base,3.299,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.1-3b-a800m-instruct,3.299,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-3.2-2b-instruct,2.534,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm-granite/granite-7b-base,6.738,no_samples,No samples_*.jsonl files found,{}
ibm-granite/granite-7b-instruct,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ibm/PowerLM-3b,3.512,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
insightfactory/Llama-3.2-3B-Instruct-unsloth-bnb-4bitlora_model,1.933,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
instruction-pretrain/InstructLM-500M,0.5,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
internlm/internlm2-chat-1_8b,1.889,no_samples,No samples_*.jsonl files found,{}
internlm/internlm2_5-1_8b-chat,1.89,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
inumulaisk/eval_model,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaredjoss/pythia-410m-roberta-lr_8e7-kl_01-steps_12000-rlhf-model,0.407,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-10,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-11,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-12,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-13,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-14,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-15,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-16,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jaspionjader/test-17,4.015,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jayasuryajsk/Qwen2.5-3B-reasoner,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jebish7/Nemotron-4-Mini-Hindi-4B-Base,4.191,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jebish7/Nemotron-4-Mini-Hindi-4B-Instruct,4.191,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jebish7/Nemotron-Mini-4B-Instruct,4.191,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jebish7/gemma-2-2b-it,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jebish7/qwen2.5-0.5B-IHA-Hin,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jeffmeloy/Qwen2.5-7B-minperplexity-2,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jlzhou/Qwen2.5-3B-Infinity-Instruct-0625,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Chocolatine-3B-Instruct-DPO-Revised,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Chocolatine-3B-Instruct-DPO-v1.2,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Distilucie-7B-Math-Instruct-DPO-v0.1,6.707,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Lucie-7B-Instruct-DPO-v1.1,6.707,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Lucie-7B-Instruct-DPO-v1.1.3,6.707,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.0,6.707,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.1,6.707,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 506}"
jpacifico/Lucie-Boosted-7B-Instruct,6.707,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
kavonalds/BunderMaxx-0710,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
kavonalds/BunderMaxx-1010,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
kavonalds/Lancer-1-1b-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
keeeeenw/MicroLlama,0.305,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
kms7530/chemeng_phi-3-mini-4k-instruct-bnb-4bit_16_4_100_1_nonmath,4.132,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
kyutai/helium-1-preview-2b,2.173,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
kz919/QwQ-0.5B-Distilled-SFT,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
laislemke/LLaMA-2-vicuna-7b-slerp,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-0.5B-FT-V5-MUSR,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-0.5B-SLERP-V4,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-YL-0.5B-SLERP-BIS-V1,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V3,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-YL-1B-SLERP-V4,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-YL-6B-SLERP-V1,6.061,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lalainy/ECE-PRYMMAL-YL-6B-SLERP-V2,6.061,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-EIFFEL-3B,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-EIFFEL-3Bv2,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-EIFFEL-3Bv3,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-PRYMMAL-3B-SLERP-V1,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-PRYMMAL-3B-SLERP-V2,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-PRYMMAL-3B-SLERP_2-V1,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/ECE-PRYMMAL-3B-SLERP_2-V2,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lesubra/merge-test,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V5,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
llnYou/ECE-PRYMMAL-YL-1B-SLERP-V6,1.357,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V1,2.81,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V2,2.81,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
llnYou/ECE-PRYMMAL-YL-3B-SLERP-V3,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lmsys/vicuna-7b-v1.3,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lmsys/vicuna-7b-v1.5,7.0,no_samples,No samples_*.jsonl files found,{}
lt-asset/nova-1.3b,1.347,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lunahr/thea-3b-50r-u1,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
lunahr/thea-v2-3b-50r,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
macadeliccc/magistrate-3.2-3b-base,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
macadeliccc/magistrate-3.2-3b-it,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
magnifi/Phi3_intent_v56_3_w_unknown_5_lr_0.002,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
matouLeLoup/ECE-PRYMMAL-0.5B-FT-EnhancedMUSREnsembleV3,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
matouLeLoup/ECE-PRYMMAL-0.5B-FT-MUSR-ENSEMBLE-V2Mathis,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
matouLeLoup/ECE-PRYMMAL-0.5B-FT-V4-MUSR-ENSEMBLE-Mathis,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
matouLeLoup/ECE-PRYMMAL-0.5B-FT-V4-MUSR-Mathis,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
matouLeLoup/ECE-PRYMMAL-0.5B-FT-V5-MUSR-Mathis,0.63,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-1B-Instruct,1.498,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-1B-chat,1.498,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-26000,2.209,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-2.4B-checkpoint-34800,2.209,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-2.4B-v1.0.0,2.472,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-2.5B-chat,2.472,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/Llama-3.2-SUN-HDIC-1B-Instruct,1.498,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/MedIT-Mesh-3B-Instruct,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meditsolutions/SmolLM2-MedIT-Upscale-2B,2.114,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mergekit-community/JAJUKA-WEWILLNEVERFORGETYOU-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mergekit-community/SuperQwen-2.5-1.5B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mergekit-community/diabolic6045_ELN-AOC-CAIN,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mergekit-community/mergekit-dare_ties-ajgjgea,1.498,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meta-llama/Llama-2-7b-chat-hf,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meta-llama/Llama-2-7b-hf,6.738,no_samples,No samples_*.jsonl files found,{}
meta-llama/Llama-3.2-1B,1.24,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meta-llama/Llama-3.2-1B-Instruct,1.24,ok,,"{""ifeval"": null, ""bbh"": null, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meta-llama/Llama-3.2-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
meta-llama/Llama-3.2-3B-Instruct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mhl1/Qwen2.5-0.5B-cinstruct-stage1,0.63,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
microsoft/DialoGPT-medium,0.345,no_samples,No samples_*.jsonl files found,{}
microsoft/Orca-2-7b,7.0,no_samples,No samples_*.jsonl files found,{}
microsoft/Phi-3-mini-128k-instruct,3.821,no_samples,No samples_*.jsonl files found,{}
microsoft/Phi-3-mini-4k-instruct,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
microsoft/Phi-3.5-mini-instruct,3.821,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
microsoft/Phi-4-mini-instruct,3.836,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
microsoft/phi-1,1.418,no_samples,No samples_*.jsonl files found,{}
microsoft/phi-1_5,1.418,no_samples,No samples_*.jsonl files found,{}
microsoft/phi-2,2.78,no_samples,No samples_*.jsonl files found,{}
minghaowu/Qwen1.5-1.8B-OpenHermes-2.5,1.837,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ministral/Ministral-3b-instruct,3.316,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mkurman/llama-3.2-MEDIT-3B-o1,3.607,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mlabonne/phixtral-2x2_8,4.458,no_samples,No samples_*.jsonl files found,{}
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float32,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
monsterapi/gemma-2-2b-LoRA-MonsterInstruct,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mosaicml/mpt-7b,7.0,no_samples,No samples_*.jsonl files found,{}
mosama/Qwen2.5-1.5B-Instruct-CoT-Reflection,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mrdayl/OpenCogito,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mrdayl/OpenCognito,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mrdayl/OpenCognito-r1,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mrdayl/OpenCognito-r2,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
mrdayl/OpenThink,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nbeerbower/Dumpling-Qwen2.5-1.5B,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nbeerbower/EVA-abliterated-TIES-Qwen2.5-1.5B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nbrahme/IndusQ,1.176,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
necva/replica-IEPile,4.65,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN-abliterated-phi2-merge-unretrained,2.775,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN-phigments-slerp-V2,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN-phigments-slerp-V3.2,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN-phigments-slerp-V3.3,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3b,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.15,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.18,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.19,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.20,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.21,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.22,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.23,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv0.24,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv1.1,2.775,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv1.2,2.775,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv1.3,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
netcat420/MFANN3bv1.4,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ngxson/MiniThinky-1B-Llama-3.2,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
