model,params_b
FredrikBL/NeuralPipe-7B-slerp,7.0
quantumaikr/quantumairk-llama-2-70B-instruct,70.0
Infinimol/miiqu-f16,
Suduk/Llama-3-8B-Viper-16bit-1,8.0
ShenaoZ/0.0005_withdpo_4iters_bs256_555lr_iter_2,
uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b,7.0
Ppoyaa/StarMonarch-7B,7.0
amu/spin-phi2-1.5,
1TuanPham/T-Llama,
Riiid/sheep-duck-llama-2-70b-v1.1,70.0
vicgalle/SystemHermes-2-7B,7.0
cloudyu/mistral_9B_instruct_v0.2,9.0
bn22/Nous-Hermes-2-SOLAR-10.7B-MISALIGNED,10.7
cris177/Orca-Hermes-7B-slerp,7.0
alvarobartt/mistral-7b-orpo-airoboros-pref-10k,7.0
shyamieee/JARVIS-v1.0,
AA051611/A0110,
Biomimicry-AI/ANIMA-Nectar-v2,
proto-llm/uniwiz-7B-v0.2,7.0
WDong/Qwen1.5-7B-sft-0502,7.0
grimjim/zephyr-beta-wizardLM-2-merge-7B,7.0
Weyaxi/Nous-Hermes-2-SUS-Chat-34B-Linear,34.0
KoboldAI/Mistral-7B-Holodeck-1,7.0
cognitivecomputations/fc-dolphin-2.6-mistral-7b-dpo-laser,7.0
arlineka/Brunhilde-13b-v1,13.0
abhishek/autotrain-ixpiv-6kj1e,
Azure99/blossom-v5-9b,9.0
zhengr/MixTAO-7Bx2-MoE-Instruct-v2.0,
ddyuudd/m_b_8_32,
Test157t/Echidna-7b-128k,7.0
bardsai/jaskier-7b-dpo-v7.1,7.0
giraffe176/Open_Maid_Samantha_Hermes_Orca,
arcee-ai/Saul-Instruct-Clown-7b,7.0
refuelai/Llama-3-Refueled,
abacusai/MetaMath-bagel-34b-v0.2-c1500,34.0
Yhyu13/LMCocktail-10.7B-v1,10.7
wandb/gemma-2b-zephyr-dpo,2.0
ghost-x/ghost-7b-alpha,7.0
AetherResearch/Cerebrum-1.0-7b,7.0
ajibawa-2023/General-Stories-Mistral-7B,7.0
one-man-army/UNA-34Beagles-32K-bf16-v1,
krevas/LDCC-Instruct-Llama-2-ko-13B-v2,13.0
gradientai/Llama-3-70B-Instruct-Gradient-524k,70.0
chatty123/mistral_rank16_packing,
CoruNethron/neu-sai-it1,
hywu/Camelidae-8x13B,104.0
JaeyeonKang/CCK_Gony_v0.2,
argilla/notus-8x7b-experiment,56.0
danyoung/billie,
ericpolewski/TacoBeLLM,
jefferylovely/Merkaba-Maven-0.1,
MaziyarPanahi/Llama-3-8B-Instruct-v0.7,8.0
NeverSleep/Mistral-11B-SynthIAirOmniMix,11.0
bardsai/jaskier-7b-dpo-v6.1,7.0
ZhangShenao/0.0_zephyr_withdpo_4iters_bs128_5551lr_iter_3,
BFauber/lora_llama2-13b_10e5_r128_a256,13.0
xriminact/TarsDolly,
OpenBuddy/openbuddy-qwen1.5-14b-v21.1-32k,14.0
BFauber/lora_llama2-13b_10e5_r2_a16,13.0
mrfakename/WizardChatML-7B-v0,7.0
indischepartij/OpenMia-Indo-Mistral-7b-v2,7.0
CohereForAI/aya-23-8B,8.0
jeiku/Mewthree_7B,7.0
ontocord/Felix-8B,8.0
nonetrix/sillyrp-7b,7.0
internistai/base-7b-v0.2,7.0
Zangs3011/mistral_7b_DolphinCoder,7.0
ConvexAI/Luminex-34B-v0.2,34.0
TomGrc/FusionNet_passthrough_v0.1,
Mihaiii/Metis-0.3,
qblocks/mistral_7b_HalfEpoch_DolphinCoder,7.0
cognitivecomputations/dolphin-2.8-experiment26-7b-preview,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO-recovered,7.0
janhq/supermario-v2,
GritLM/GritLM-8x7B,56.0
mlabonne/Llama-3-8B-Instruct-abliterated-dpomix,8.0
ajibawa-2023/Scarlett-Llama-3-8B,8.0
adamo1139/Mistral-7B-AEZAKMI-v2,7.0
dillfrescott/sonya-medium-x8-MoE,
maldv/SHRDFU-7b-beta,7.0
v1olet/v1olet_merged_dpo_7B_v3,7.0
gmonsoon/OpenMia-Indo-Mistral-7b-v3,7.0
cloudyu/mistral_11B_instruct_v0.1,11.0
failspy/Llama-3-8B-Instruct-abliterated,8.0
cloudyu/Yi-34Bx2-MoE-60B,60.0
yanolja/Bookworm-10.7B-v0.4-DPO,10.7
Fischerboot/mergekit-slerp-awrvish,
core-3/kuno-dogpark-7b,7.0
quantumaikr/quantum-trinity-v0.1,
yleo/OgnoMonarch-7B,7.0
maldv/eleusis-7b-alpha,7.0
nathan0/mpt_delta_tuned_model_v2,
PathFinderKR/Waktaverse-Llama-3-KO-8B-Instruct,8.0
lamhieu/ghost-7b-v0.9.1,7.0
Locutusque/UltraQwen-7B,7.0
nbeerbower/flammen15X-mistral-7B,7.0
wandb/gemma-7b-zephyr-dpo,7.0
AA051612/B0121,
TitleOS/ExperimentOne,
itsliupeng/llama_9b_long,9.0
Changgil/K2S3-Mistral-7b-v1.0,7.0
Kiddyz/testlm-1-1,
oPenBuddy/openbuddy-llama2-34b-v11.1-bf16,34.0
lvkaokao/mistral-7b-finetuned-orca-dpo-v2,7.0
cookinai/Blitz-v0.1,
yam-peleg/Experiment1-7B,7.0
TomGrc/FusionNet_34Bx2_MoE_v0.1,
Azazelle/Sina-Odin-7b-Merge,7.0
yleo/ParrotOgno-7B,7.0
NovoCode/Novocode7b,7.0
prhegde/merge-aanaphi-phi2-orage-3b,3.0
allknowingroger/CalmExperiment-7B-slerp,7.0
nbeerbower/flammen11-mistral-7B,7.0
Edgerunners/meta-llama-3-8b-instruct-hf-ortho-baukit-5fail-3000total-bf16,8.0
ajibawa-2023/OpenHermes-2.5-Code-290k-13B,13.0
juhwanlee/llmdo-Mistral-7B-case-c,7.0
mlabonne/UltraMerge-7B,7.0
FelixChao/ShadowNeural-7B-v1,7.0
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,56.0
PeanutJar/Mistral-v0.1-PeanutButter-v0.0.5-SFT-7B-QLoRA,7.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-log-i0,
nlpguy/Lelantos-low-tune,
cognitivecomputations/MegaDolphin-120b,120.0
PotatoOff/Michel-13B,13.0
martyn/solar-megamerge-dare-10.7b-v1,10.7
adamo1139/Yi-34b-200K-rawrr-v2-run-0902-LoRA,34.0
Gille/StrangeMerges_20-7B-slerp,7.0
LeroyDyer/Mixtral_Chat_X,
SF-Foundation/Ein-72B-v0.12,72.0
icefog72/WestIceLemonTeaRP-32k-7b,7.0
CorticalStack/neurotic-crown-clown-7b-tak-stack-dpo,7.0
Eurdem/Voltran-1.0-MoE-2x7B,14.0
abhishek/autotrain-xva0j-mixtral8x7b,56.0
flemmingmiguel/Distilled-HermesChat-7B,7.0
Ppoyaa/Neural-AlphaMistral-7B,7.0
Ppoyaa/Niel-7B,7.0
chujiezheng/zephyr_0.1,
JaeyeonKang/CCK_Gony_v0.1,
argilla/DistilabelBeagle14-7B,7.0
MaziyarPanahi/YamshadowInex12_Experiment26T3q,
Danielbrdz/Barcenas-Llama3-8b-ORPO,8.0
ZhangShenao/0.0005_llama_nodpo_3iters_bs128_531lr_iter_2,
Minami-su/Qwen1.5-7B-Chat_llamafy,7.0
DreadPoor/SilverMaiden-7B-slerp,7.0
ZhangShenao/0.001_idpo_same_noreplacerej_declr_iter_2,
allknowingroger/WestlakeMaziyar-7B-slerp,7.0
csujeong/Falcon-7B-Fintued-Finance-Stock-E,7.0
seyf1elislam/KuTrix-7b,7.0
mahiatlinux/MasherAI-v6.1-7B-checkpoint6,7.0
Kquant03/Samlagast-7B-bf16,7.0
FairMind/Phi-3-mini-4k-instruct-bnb-4bit-Ita,
Muhammad2003/TriMistral-7B-TIES,7.0
automerger/Experiment27Neuralsirkrishna-7B,7.0
allknowingroger/Mistralmath-15B-pass,15.0
jisukim8873/mistral-7B-alpaca-case-3-2,7.0
abhishekchohan/SOLAR-10.7B-Instruct-Forest-DPO-v1,10.7
MaziyarPanahi/gemma-7b-alpaca-52k-v0.1,7.0
CultriX/MergeCeption-7B-v3,7.0
h2oai/h2ogpt-research-oasst1-llama-65b,65.0
HenryJJ/Instruct_Mistral-7B-v0.1_Dolly15K,7.0
tcapelle/gemma-7b-zephyr-dpo,7.0
Gille/StrangeMerges_53-7B-model_stock,7.0
bongchoi/test-llama2-70b,70.0
Azure99/blossom-v5-7b,7.0
dfurman/GarrulusMarcoro-7B-v0.1,7.0
TeeZee/NEBULA-XB-v1.0,
wenbopan/Faro-Yi-9B-200K,9.0
starmpcc/Asclepius-Llama2-7B,7.0
Locutusque/Hyperion-1.5-Mistral-7B,7.0
yeontaek/llama-2-70B-ensemble-v7,70.0
liminerity/Neurotic-Jomainotrik-7b-slerp,7.0
Gille/StrangeMerges_52-7B-dare_ties,7.0
Locutusque/Hyperion-2.0-Yi-34B,34.0
CultriX/CultriX-MoE-Model,
NeverSleep/Llama-3-Lumimaid-70B-v0.1-alt,70.0
Alsebay/L3-test-2,
Mihaiii/Metis-0.1,
abhishekchohan/mistral-7B-forest-merge-v0.1,7.0
jukofyork/Eurus-70b-sft-fixed,70.0
uukuguy/Orca-2-13b-f16,13.0
Mr-Bhaskar/FBt,
ConvexAI/Metabird-7B,7.0
Kukedlc/NeuralMaxime-7B-slerp,7.0
zyh3826/GML-Mistral-merged-v1,
BarraHome/Lucie-7b-3e-5,7.0
pansophic/new_model_test2,
XuanXuanXuanXuan/Llama-2-13b-hf-gpt-4-80k,13.0
KeyonZeng/lion-gemma-7b-cn,7.0
lightblue/suzume-llama-3-8B-multilingual,8.0
Gille/StrangeMerges_31-7B-slerp,7.0
zhengchenphd/ICE-GRT,
hjhj3168/Llama-3-8b-ortho-v2,8.0
NLUHOPOE/test-case-1,
OpenBuddy/openbuddy-deepseek-67b-v18.1-4k,67.0
FelixChao/Cygnus-7B,7.0
saltlux/luxia-21.4b-alignment-v1.2,21.4
Locutusque/OpenHercules-2.5-Mistral-7B,7.0
hexinran09/xr_dat_test_part2,
FelixChao/WestSeverus-7B-DPO-v2,7.0
prhegde/aligned-merge-aanaphi-phi2-orage-3b,3.0
flemmingmiguel/MBX-7B-v2,7.0
Aryanne/MixSwap,
meta-math/MetaMath-Mistral-7B,7.0
Cedaros/BetaMonarch-10.7B,10.7
MaziyarPanahi/phi-2-logical-sft,
Sao10K/WinterGoddess-1.4x-70B-L2,70.0
gagan3012/MetaModel_moe,
refine-ai/Llama3-7b,7.0
ChaoticNeutrals/This_is_fine_7B,7.0
ResplendentAI/Obscura_32k_7B,7.0
Undi95/Mistral-11B-TestBench3,11.0
jisukim8873/mistralai-case-1-1,
andysalerno/cloudymixtral7Bx2-nectar-0.2,
Undi95/Llamix2-Xwin-MoE-4x13B,52.0
TomGrc/FusionNet,
Himitsui/Kaiju-11B,11.0
ChavyvAkvar/habib-v3,
antiven0m/reverie-7b,7.0
wandb/mistral-7b-zephyr-dpo,7.0
Q-bert/Merged-AGI-7B,7.0
PistachioAlt/Noromaid-Bagel-7B-Slerp,7.0
selfrag/selfrag_llama2_7b,7.0
JunchengXie/Mistral-7B-v0.1-gpt-4-40k,7.0
mayacinka/Open-StaMis-v02-stock,
Yuma42/KangalKhan-Alpha-Sapphiroid-7B-Fixed,7.0
macadeliccc/MonarchLake-7B,7.0
bartowski/internlm2-chat-20b-llama-old,20.0
Gille/StrangeMerges_18-7B-dare_ties,7.0
nbeerbower/bophades-mistral-math-DPO-7B,7.0
kyujinpy/PlatYi-34B-Llama-Q-v3,34.0
flammenai/flammen27-mistral-7B,7.0
PulsarAI/SlimOpenOrca-Mistral-7B-v2,7.0
BFauber/lora_llama2-13b_10e4,13.0
l3utterfly/mistral-7b-v0.1-layla-v4,7.0
ibivibiv/aegolius-acadicus-34b-v3,34.0
jsfs11/TemptressTensor-10.7B-v0.1a,10.7
Walmart-the-bag/Influxient-4x13B,52.0
indischepartij/OpenMia-Indo-Mistral-7b-v3-refined,7.0
KnutJaegersberg/webMistral-7B,7.0
louisbrulenaudet/Pearl-3x7B,21.0
samir-fama/SamirGPT-v1,
ibndias/Nous-Hermes-2-MoE-2x34B,68.0
01-ai/Yi-1.5-9B,9.0
cookinai/BruinHermes,
namespace-Pt/Llama-3-8B-Instruct-80K-QLoRA,8.0
llmixer/BigWeave-v6-90b,90.0
flammenai/flammen26-mistral-7B,7.0
macadeliccc/SmaugDolphin-60B,60.0
ajibawa-2023/Python-Code-33B,33.0
kwchoi/DPO_mistral_7b_ultra_0129_1k,7.0
grimjim/Mistral-7B-Instruct-demi-merge-v0.2-7B,7.0
BelalTab/finetuned-llama2-2048-v3.0,
nlpguy/ColorShadow-7B-v2,7.0
AbacusResearch/haLLawa4-7b,7.0
joey00072/ToxicHermes-2.5-Mistral-7B,7.0
kuotient/Seagull-Llama-3-8B-orpo-v0.1,8.0
Kabster/Bio-Mistralv2-Squared,
augmxnt/shisa-7b-v1,7.0
abhishek/autotrain-mixtral7x8b-math,56.0
ABX-AI/Quantum-Citrus-9B,9.0
openaccess-ai-collective/dpopenhermes-alpha-v0,
postitive666/llama3_ruozhiba_8b,8.0
WebraftAI/synapsellm-7b-mistral-v0.3-preview,7.0
NeuralNovel/Tiger-7b-v0.1,7.0
vishnukv/speechless-mistral-dolphin-orca-platypus-samantha-WestSeverusJaskier-7b,7.0
wang7776/Llama-2-7b-chat-hf-30-attention-sparsity,7.0
ConvexAI/Seraphim-8x10.7B-bf16,85.6
Ppoyaa/Lumina-RP,
charlesdedampierre/TopicNeuralHermes-2.5-Mistral-7B,7.0
louisbrulenaudet/Maxine-7B-0401-stock,7.0
shanchen/llama3-8B-slerp-biomed-chat-chinese,8.0
HenryJJ/dolphin-2.6-mistral-7b-dpo-orca,7.0
decruz07/kellemar-DPO-7B,7.0
CorticalStack/shadow-clown-7B-slerp,7.0
GreenNode/GreenNodeLM-v3olet-7B,7.0
mayacinka/Buttercup-7b-dpo-slerp,7.0
fblgit/una-cybertron-7b-v1-fp16,7.0
indischepartij/OpenMia-Indo-Mistral-7b,7.0
kodonho/Solar-OrcaDPO-Solar-Instruct-SLERP,
TheBloke/Mixtral-8x7B-v0.1-GPTQ,56.0
abhishek/autotrain-mixtral-8x7b-orpo-v1,56.0
NLPark/AnFeng_v3_Avocet,
BFauber/base_7b,7.0
vicgalle/Configurable-Hermes-2-Pro-Llama-3-8B,8.0
ChuckMcSneed/Gembo-v1-70b,70.0
ajibawa-2023/Code-Llama-3-8B,8.0
ShenaoZhang/0.001_zephyr_5551_4iters_bs256_iter_3,
yeontaek/llama-2-70B-ensemble-v2,70.0
allknowingroger/NeuralDolphin-7B-slerp,7.0
cookinai/Valkyrie-V1,
ruslanmv/Medical-Mixtral-7B-v2k,7.0
grimjim/fireblossom-32K-7B,7.0
maldv/dragonwar-7b-s1,7.0
Suprit/Zhongjing-LLaMA-base,
ShenaoZhang/0.001_idpo_iter_3,
Isaak-Carter/J.O.S.I.E.3-Beta11-7B-slerp,7.0
invalid-coder/SOLAR-10.7B-Instruct-SOLARC-M-10.7B-slerp,10.7
eren23/OGNO-7b-dpo-truthful,7.0
rombodawg/test_dataset_Codellama-3-8B,8.0
Weyaxi/Einstein-7B,7.0
eren23/merged-dpo-binarized-NeutrixOmnibe-7B,7.0
Artples/L-MChat-7b,7.0
namirocks/mistral-tutor-model-7b-ep3,7.0
uukuguy/speechless-code-mistral-7b-v2.0,7.0
SicariusSicariiStuff/Tinybra_13B,13.0
itsliupeng/fly_6b,6.0
NeuralNovel/Panda-7B-v0.1,7.0
CausalLM/7B,7.0
hydra-project/ChatHercules-2.5-Mistral-7B,7.0
ZhangShenao/0.0_ablation_sample1_4iters_bs256_iter_2,
ammarali32/MultiVerse_LASER,
shyamieee/B3E3-SLM-7b-v1.0,7.0
Gille/StrangeMerges_11-7B-slerp,7.0
vicgalle/ConfigurableSOLAR-10.7B,10.7
gqd/mistral-merge-7b,7.0
TokenBender/pic_7B_mistral_Full_v0.1,7.0
Nekochu/Confluence-Renegade-7B,7.0
eswardivi/llamathon_v2,
yeontaek/llama-2-70B-ensemble-v5,70.0
ddyuudd/mistral_nucleus09_32_sig,
shadowml/DareBeagel-2x7B,14.0
LoSboccacc/orthogonal-2x7B-base,14.0
harshitv804/MetaMath-Mistral-2x7B,14.0
TheBloke/robin-13B-v2-fp16,13.0
azale-ai/DukunLM-7B-V1.0-Uncensored,7.0
CHIH-HUNG/llama-2-7b-dolphin_10w-test,7.0
DreadPoor/KunoMaid-7B-slerp,7.0
rmihaylov/Llama-3-DARE-v3-8B,8.0
Steelskull/VerB-Etheria-55b,55.0
Walmart-the-bag/Llama-3-LizardCoder-8B,8.0
AA051610/testtest,
Weyaxi/HelpSteer-filtered-Solar-Instruct,
icefog72/IceTeaRP-7b,7.0
saucam/aqua-smaug-hermes-8B,8.0
RESMPDEV/Wukong-0.1-Mistral-7B-v0.2,7.0
kaitchup/Mayonnaise-4in1-03,
notbdq/alooowso,
icefog72/IceCoffeeTest2,
Gille/StrangeMerges_43-7B-dare_ties,7.0
INSAIT-Institute/BgGPT-7B-Instruct-v0.2,7.0
ranamhamoud/storytell,
cris177/DesivoMerge0.1,
jondurbin/airoboros-70b-3.3,70.0
NeuralNovel/Valor-7B-v0.1,7.0
rmdhirr/Multiparadigm_7B,7.0
Novocoders/Mistral-NeuralDPO-v0.5,
Eric111/caTUNABeagle,
cloudyu/google-gemma-7b-it-dpo-v1,7.0
antiven0m/finch,
migtissera/Tess-2.0-Llama-3-70B-v0.2,70.0
vicgalle/SystemHermes-7B,7.0
Gille/StrangeMerges_5-7B-ties,7.0
Cesco2004/TW3CESCO.V1,
shadowml/Marcoro14-7B-slerp,7.0
sethuiyer/Medichat-Llama3-8B,8.0
marcel/phi-2-openhermes-30k,
alchemonaut/QuartetAnemoi-70B-t0.0001,70.0
WebraftAI/synapsellm-7b-mistral-v0.5-preview2,7.0
allknowingroger/MultiverseBuddy-15B-MoE,15.0
Gille/StrangeMerges_15-7B-slerp,7.0
Nitral-AI/KukulStanta-7B,7.0
migtissera/Tess-2.0-Llama-3-8B,8.0
allknowingroger/Llama3merge5,
Eurdem/Megatron-Mx,
Mollel/Swahili_Gemma,
MaziyarPanahi/Llama-3-70B-Instruct-DPO-v0.3,70.0
CausalLM/34b-beta,34.0
nbeerbower/llama-3-wissenschaft-8B-v2,8.0
zhengr/NeuralPipe-7B-slerp,7.0
Muhammad2003/OrpoLlama3-8B,8.0
AiMavenAi/MavenWest,
Xwin-LM/Xwin-Math-70B-V1.0,70.0
MaziyarPanahi/M7Yamshadowexperiment28_Strangemerges_30Experiment26,
BFauber/lora_llama2-13b_10e6,13.0
dfurman/Llama-3-70B-Orpo-v0.1,70.0
aboros98/g8s-preview,
AA051611/O0201,
tourist800/mistral_2X7b,14.0
dfurman/HermesBagel-34B-v0.1,34.0
nbeerbower/flammen13-mistral-7B,7.0
wandb/zephyr-orpo-7b-v0.2,7.0
invalid-coder/dolphin-2.1-mistral-7b-snr-math-laser,7.0
YouKnowMee/Mistral-7b-instruct-v0.2-summ-sft-dpo-ed2,7.0
IkariDev/Athena-tmp,
alignment-handbook/zephyr-7b-sft-qlora,7.0
vicgalle/Worldsim-Hermes-7B,7.0
JaeyeonKang/CCK_Asura_v2,
vmajor/Orca2-13B-selfmerge-26B,26.0
occultml/CatMarcoro14-7B-slerp,7.0
Test157t/Kunocchini-7b-128k-test,7.0
krevas/SOLAR-10.7B,10.7
brucethemoose/CaPlatTessDolXaBoros-Yi-34B-200K-DARE-Ties-ExtremeDensity,34.0
Kiddyz/testlm-1,
Gille/StrangeMerges_40-7B-dare_ties,7.0
MSL7/Liph.42-slerp,
HuggingFaceH4/mistral-7b-grok,7.0
CausalLM/35b-beta-long,35.0
ankhamun/xxxI-Ixxx,
liminerity/Mistral-quiet-star,
AA051615/A0221,
mayacinka/yam-jom-7B-ties,7.0
Eric111/openchat-3.5-0106-128k-DPO_dpo-binarized-NeuralTrix-7B,7.0
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.3,
Mihaiii/Pallas-0.5-LASER-0.2,
Kukedlc/FrankeMerge-12.5B,12.5
BramVanroy/fietje-2b-chat,2.0
Zangs3011/mistral_7b_HalfEpoch_DolphinCoder,7.0
Praneeth/StarMix-7B-slerp,7.0
jondurbin/cinematika-7b-v0.1,7.0
aboros98/groot2,
HyperbeeAI/Tulpar-7b-v2,7.0
bababababooey/mergekit-slerp-mntqhzv,
01-ai/Yi-1.5-6B,6.0
DreadPoor/Nynph-7B-Model_Stock,7.0
DopeorNope/SOLARC-MOE-10.7Bx4,
giraffe176/Open_Maid_Samantha_Hermes_Orca_dare_ties,
Jayant9928/orpo_med_v3,
l3utterfly/phi-2-layla-v1,
microsoft/Orca-2-13b,13.0
allknowingroger/Meme-7B-slerp,7.0
chasedreaminf/Dream-7B-slerp,7.0
Alsebay/Narumashi-RT-11B-test,11.0
andrijdavid/macaroni-7b,7.0
ZhangShenao/0.001_idpo_declr_4iters_iter_3,
DreadPoor/GoldenMaiden-7B-model_stock,7.0
jpechg/Sour-Marcoro-12.5B,12.5
TeeZee/Xwin-LM-70B-V0.1_Limarpv3,70.0
nbeerbower/llama-3-spicy-abliterated-stella-8B,8.0
Technoculture/mtor-2x7b,14.0
allknowingroger/M7merge-7B-slerp,7.0
azarafrooz/mistral-7b-selfplay-v0,7.0
automerger/Experiment29Pastiche-7B,7.0
maldv/SHRDFU-7b-delta,7.0
CausalLM/35b-beta2ep,35.0
cloudyu/Mixtral_13B_Chat,13.0
TIGER-Lab/MAmmoTH2-7B-Plus,7.0
MexIvanov/zephyr-python-ru-merged,
Xwin-LM/XwinCoder-34B,34.0
openchat/openchat-3.5-0106,
BioMistral/BioMistral-7B-DARE,7.0
PulsarAI/OpenHermes-2.5-neural-chat-v3-3-Slerp,
lex-hue/Delexa-7b,7.0
Stopwolf/DistilabelCerberus-7B-slerp,7.0
kekmodel/StopCarbon-10.7B-v2,10.7
gradientai/Llama-3-8B-Instruct-Gradient-1048k,8.0
aboros98/merlin1.2,
Eric111/CatunaMayo-DPO,
ResplendentAI/Luna-2x7B-MoE,14.0
Locutusque/ChatHercules-2.5-Mistral-7B-DPO,7.0
mncai/Llama2-7B-guanaco-dolphin-500,7.0
jondurbin/bagel-34b-v0.2,34.0
abhishekchohan/mistral-7B-forest,7.0
Aratako/c4ai-command-r-v01-japanese-instruct,
ChaoticNeutrals/Cookie_7B,7.0
YKM12/Mistral-7B-summ-privatev1,7.0
mayacinka/West-Ramen-7Bx4,
dfurman/Mixtral-8x7B-peft-v0.1,56.0
deepseek-ai/deepseek-math-7b-base,7.0
jeonsworld/CarbonVillain-en-10.7B-v2,10.7
BFauber/lora_llama2-13b_10e5_r32_a4,13.0
Karko/Proctora,
S-miguel/The-Trinity-Coder-7B,7.0
wandb/mistral-7b-zephyr-sft,7.0
sonthenguyen/OpenHermes-2.5-Mistral-7B-mt-bench-DPO,7.0
prithivida/Asimov-7B-v1,7.0
grimjim/zephyr-wizard-kuno-royale-BF16-merge-7B,7.0
Korabbit/Llama-2-7b-chat-hf-afr-100step-flan-v2,7.0
rhaymison/Mistral-portuguese-luana-7b,7.0
Weyaxi/TekniumAiroboros-Nebula-7B,7.0
Delcos/NATE-7b,7.0
kaitchup/Mayonnaise-4in1-02,
sail/Sailor-7B,7.0
FredrikBL/test-ties,
Hastagaras/llama-3-8b-okay,8.0
nbeerbower/flammen8-mistral-7B,7.0
MiniMoog/Mergerix-7b-v0.3,7.0
aloobun/CosmicBun-8B,8.0
Noodlz/Dolph-Lund-Wizard-7B,7.0
allknowingroger/TaoPassthrough-15B-s,15.0
ZoidBB/Jovian-10.7B-v1.0,10.7
NurtureAI/openchat_3.5-16k,
ajibawa-2023/Python-Code-13B,13.0
BarryFutureman/ChatMarc-YesAnotherMerge-7B,7.0
AA051611/limb,
migtissera/Tess-2.0-Llama-3-70B,70.0
Locutusque/OpenCerebrum-1.0-7b-SFT,7.0
rishiraj/meow,
CausalLM/72B-preview-llamafied-qwen-llamafy,72.0
Locutusque/Hyperion-2.0-Mistral-7B,7.0
MaziyarPanahi/Phi-3-mini-4k-instruct-v0.2,
flammenai/Mahou-1.0-llama3-8B,8.0
Gille/StrangeMerges_44-7B-dare_ties,7.0
Yuma42/KangalKhan-Alpha-Rubyroid-7B-Fixed,7.0
OpenBuddy/openbuddy-deepseek-67b-v15.3-4k,67.0
FuseAI/OpenChat-3.5-7B-Solar,7.0
wang7776/Mistral-7B-Instruct-v0.2-sparsity-30,7.0
freecs/Zero-7B-test-2,7.0
elyza/ELYZA-japanese-Llama-2-13b,13.0
orangetin/OpenHermes-Mixtral-8x7B,56.0
AA051610/T1C,
SF-Foundation/Ein-72B-v0.13,72.0
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,10.7
Gille/StrangeMerges_25-7B-dare_ties,7.0
allknowingroger/TripleMerge2-7B-Ties,7.0
zhengr/MixTAO-7Bx2-MoE-Instruct-v6.0,
luffycodes/vicuna-mmlu-val-mcq-7b-ep2,7.0
paulml/NMTOB-7B,7.0
kyujinpy/SOLAR-Platypus-10.7B-v1,10.7
huggyllama/llama-7b,7.0
dddsaty/FusionNet_7Bx2_MoE_Ko_DPO_Adapter_Attach,
prince-canuma/Damysus-Coder-v0.1,
AA051612/A0126,
zhengr/MixTAO-7Bx2-MoE-Instruct-v1.0,
mlabonne/AlphaMonarch-7B,7.0
Weyaxi/Mistral-7B-v0.2-hf-duplicate,7.0
vicgalle/OpenHermes-Gemma-2B,2.0
zhengchenphd/Mistral-Plus-7B,7.0
freecs/ThetaWave-7B-v0,7.0
adamo1139/Yi-6B-200K-AEZAKMI-v2-rawrr1-DPO,6.0
nathan0/mpt_delta_tuned_model_v3,
Severus27/BeingWell_llama2_7b,7.0
jan-hq/supermario-slerp-v3,
bunnycore/SmartToxic-7B,7.0
jsfs11/WestOrcaNeuralMarco-DPO-v2-DARETIES-7B,7.0
fierysurf/Ambari-7B-Instruct-v0.1-sharded,7.0
nonetrix/pippafeet-11B-0.1,11.0
tiiuae/falcon-40b,40.0
mayacinka/yam-jom-7B,7.0
paulilioaica/Collin-7B-dare,7.0
radm/Philosophy-Platypus2-13b,13.0
lodrick-the-lafted/Grafted-Hermetic-Platypus-B-2x7B,14.0
LeroyDyer/Mistral_AI_v2,
gabifg/Grypho-ties-7b,7.0
PotatoB/MergeM-7B,7.0
01-ai/Yi-34B-200K,34.0
abideen/AlphaMonarch-dora,
rwitz/go-bruins,
core-3/kuno-royale-7B,7.0
PetroGPT/WestSeverus-7B-DPO-v2,7.0
macadeliccc/polyglot-math-4x7b,28.0
AA051610/Q,
DeepMount00/Phi-3-Mini-4K-Boost,
fangzhaoz/pearl7B_tuneonGSM8K,7.0
eren23/ogno-monarch-jaskier-merge-7b,7.0
MaziyarPanahi/Qwen1.5-8x7b-v0.1,56.0
allknowingroger/Neuraljack-12B-MoE,12.0
cloudyu/Yi-34Bx2-MoE-60B-DPO,60.0
EmbeddedLLM/Mistral-7B-Merge-14-v0.4,7.0
Azure99/blossom-v5-34b,34.0
dillfrescott/trinity-medium,
Xenon1/Zenith-7B-dpo,7.0
KeyonZeng/lion-zephyr-7b,7.0
Kukedlc/NeuralKrishna-7B-V2-DPO,7.0
migtissera/Tess-70B-v1.6,70.0
WebraftAI/synapsellm-7b-mistral-v0.4-preview2,7.0
yleo/EmertonBeagle-7B-dpo,7.0
andysalerno/openchat-nectar-0.4,
chihoonlee10/T3Q-Mistral-UB-DPO-v1.0,
kwchoi/DPO_mistral_v01_7b_ultra_0131_1k_1epoch,7.0
allknowingroger/StarlingMaxLimmy2-7B-slerp,7.0
cookinai/NeuralLlama-3-ORPO,
PulsarAI/Neural-una-cybertron-7b,7.0
Eric111/openchat-3.5-0106-128k-DPO,
